Title,Published(Kor),Description,Link
'I'm 16 and live entirely like it's the 1940s',2025-07-18 09:27:29 (KST),Lincoln dresses entirely in clothes from the era and works in a 1940s tea room.,https://www.bbc.com/news/articles/cy5w2d17zw6o
Unique 1.5m year-old ice to be melted to unlock mystery,2025-07-18 09:18:22 (KST),"BBC News went inside -23C freezers to see the ice that could ""revolutionise"" our knowledge of climate change.",https://www.bbc.com/news/articles/c5ygwd6yj28o
Minister denies Labour wants Abbott out of party,2025-07-18 19:42:52 (KST),"James Murray says it was ""not the case"" the government wanted to remove Abbott from the Labour party.",https://www.bbc.com/news/articles/c5ypv2kgr6ko
Apple Sues Jon Prosser Over iOS 26 Leaks,2025-07-18 12:40:34 (KST),"Earlier this year, YouTuber Jon Prosser shared multiple videos showing off what he claimed to be re-created renderings of what was then presumed to be called iOS 19 and which was eventually unveiled by Apple as iOS 26 at WWDC in June.
In his first video …",https://www.macrumors.com/2025/07/17/apple-sues-jon-prosser-ios-26-leaks/
"Trump threatens to sue over article about Epstein. And, what's next for public media",2025-07-18 20:30:19 (KST),"President Trump has threatened to sue the Wall Street Journal over an article alleging ties to Jeffrey Epstein.
And, Congress has passed the rescission package affecting public media and foreign aid.",https://www.npr.org/2025/07/18/g-s1-78166/up-first-newsletter-rescission-package-npr-pbs-jeffrey-epstein-trump-health
"He quietly made billions for Two Sigma. Now, the 'godfather' of a star research unit is starting his own fund.",2025-07-18 18:55:01 (KST),"Machine learning pioneer Hao Zhang, who made billions for Two Sigma, plans to launch Hippocampus Capital Management in early 2026, sources say.",https://www.businessinsider.com/two-sigma-hao-zhang-hedge-fund-launch-hippocampus-2025-7
I'm a 28-year-old AI engineer in Big Tech. Here's my advice for others who want to break into this growing field.,2025-07-18 18:08:01 (KST),28-year-old Kriti Goyal used her master's degree and strategic networking to move to the US and succeed in AI at a major Big Tech company.,https://www.businessinsider.com/advice-on-how-to-land-big-tech-ai-job-education-2025-7
How AI is helping healthcare startups multiply their patients and chase profits,2025-07-18 18:00:02 (KST),Healthcare startups are betting that AI can help them do more with less — including in caring for patients.,https://www.businessinsider.com/healthcare-startups-using-ai-see-more-patients-chase-profits-2025-7
AI and drones still need help from humans to find missing flood victims,2025-07-18 17:00:00 (KST),"With humans and artificial intelligence working together, flood search-and-rescue teams can successfully use existing systems.
For search and rescue, AI is not more accurate than humans, but it is far faster.",https://www.fastcompany.com/91370087/ai-drones-human-collaboration-missing-flood-victims
"Wordle hints today for #1,490: Clues and answer for Friday, July 18",2025-07-18 13:01:34 (KST),Does today's Wordle have you stumped? Here are some hints and the answer.,https://tech.yahoo.com/gaming/wordle/article/wordle-hints-today-for-1490-clues-and-answer-for-friday-july-18-040134520.html
Dear 'Diamond': Letters to Dustin Poirier on the eve of his final UFC fight,2025-07-18 20:35:05 (KST),"Before he retires from the UFC, Dustin ""The Diamond"" Poirier's family, friends and team show appreciation for his career.",https://www.espn.com/mma/story/_/id/45764473/dear-diamond-letters-dustin-poirier-eve-final-ufc-fight
Doris Lessing on How to Read a Book and How to Read the World,2025-07-18 11:32:23 (KST),"Born in Iran and raised in Zimbabwe, Doris Lessing (October 22, 1919–November 17, 2013) was fourteen when she dropped out of school and eighty-eight when she won the Nobel Prize for smelting language into keys to “the prisons we choose to live inside.” Having…",https://www.themarginalian.org/2025/07/17/doris-lessing-golden-notebook-reading/
How Dartmouth Became the Ivy League’s Switzerland,2025-07-18 19:00:00 (KST),"Rob Wolfe writes about the policy of “institutional restraint” pursued by Sian Beilock, the president of Dartmouth College, in her dealings with student protests and Donald Trump’s Administration.",https://www.newyorker.com/news/the-lede/how-dartmouth-became-the-ivy-leagues-switzerland
What to Do With the Most Dangerous Book in America,2025-07-18 20:30:00 (KST),"At a perilous American moment, the Shakespeare scholar James Shapiro explains why he wanted to read The Turner Diaries.",https://www.theatlantic.com/books/archive/2025/07/what-do-dangerous-novel-turner-diaries/683580/
The Road Map to Restoring American Democracy,2025-07-18 19:00:00 (KST),How the political system can recover from a crippling lack of trust,https://www.theatlantic.com/podcasts/archive/2025/07/road-map-restoring-american-democracy/683583/
Servo Web Engine Further Tuning Performance,2025-07-18 19:48:40 (KST),The Servo open-source web layout engine continues advancing with its demo Servoshell and continued work around making it suitable for embedding into other software,https://www.phoronix.com/news/Servo-June-2025-Highlights
Android 16 QPR1 Beta 3 is all about refinements and fixes,2025-07-18 13:29:42 (KST),The latest Android 16 QPR1 beta focuses on squashing the bugs,https://www.androidpolice.com/android-16-qpr1-beta-3-is-all-about-refinements-fixes/
"This Number System Beats Binary, But Most Computers Can't Use It",2025-07-18 21:00:00 (KST),Why do computers only work with the numbers 0 and 1? There are machines that process three digits with more efficiency than you might expect,https://www.scientificamerican.com/article/this-number-system-beats-binary-but-most-computers-cant-use-it/
Dropout.tv’s Brennan Lee Mulligan Brings Dungeons and Dragons to the Masses,2025-07-18 19:00:00 (KST),Dropout.tv’s Brennan Lee Mulligan talks about the emotional and cultural importance of Dungeons and Dragons.,https://www.scientificamerican.com/podcast/episode/dropout-tvs-brennan-lee-mulligan-brings-dungeons-and-dragons-to-the-masses/
Can You Drink Saturn’s Rings?,2025-07-18 19:45:00 (KST),"It’s certainly possible to consume water sourced from the icy rings of Saturn, but doing so safely may require extra steps",https://www.scientificamerican.com/article/can-you-drink-saturns-rings/
