Title,Published(Kor),Description,Link
Why Trump's spending bill could close your grocery store,2025-08-13 20:29:48 (KST),"Trump’s tax and spending law makes the largest cut in history to one of the nation’s biggest safety net programs.
Today on the show, we explore how cuts to the Supplemental Nutrition Assistance Program, also known as SNAP, impacts families and grocery stores …",https://www.npr.org/2025/08/13/nx-s1-5500298/why-trumps-spending-bill-could-close-your-grocery-store
From Line To Layout: How Past Experiences Shape Your Design Career,2025-08-13 20:00:00 (KST),"Your past shapes who you are as a designer, no matter where your career began or how unexpected your career path may have been.
Stephanie Campbell shows how those lessons can sharpen your instincts, strengthen collaboration, and help you become a better desig…",https://www.smashingmagazine.com/2025/08/from-line-to-layout-past-experiences-shape-design-career/
The Switch 2’s GameCube Library Is Finally Getting A New Addition,2025-08-13 20:52:38 (KST),Chibi-Robo! is arriving on the Nintendo Switch Online subscription service later this month The post The Switch 2’s GameCube Library Is Finally Getting A New Addition appeared first on Kotaku.,https://kotaku.com/nintendo-switch-2-online-robo-chibi-gamecube-2000617438
Josef Prusa Warns Open Hardware 3D Printing is Dead,2025-08-13 20:00:27 (KST),"It’s hard to overstate the impact desktop 3D printing has had on the making and hacking scene.
It drastically lowered the barrier for many to create their own projects, and much of the protot…",https://hackaday.com/2025/08/13/josef-prusa-warns-open-hardware-3d-printing-is-dead/
"That’s no Moon, er, Selectric",2025-08-13 14:00:30 (KST),"If you learned to type anytime in the mid-part of the 20th century, you probably either had or wanted an IBM Selectric.
These were workhorses and changed typing by moving from typebars to a replace…",https://hackaday.com/2025/08/12/thats-no-moon-er-selectric/
Outpatient centre in Halifax's Bayers Lake business park closed due to wildfire,2025-08-13 21:26:33 (KST),The outpatient centre in Halifax's Bayers Lake business park is closed today as crews continue to battle an out-of-control wildfire about two kilometres...,https://ca.news.yahoo.com/outpatient-centre-halifaxs-bayers-lake-122633134.html
Trump can't accept bad news. Here's how that hurts the First Amendment | Opinion,2025-08-13 17:25:51 (KST),"After Colbert and the jobs report, if Donald Trump gets away with backdoor censorship, America's democracy will be on the line.",https://www.northjersey.com/story/opinion/2025/08/13/trump-media-bad-jobs-colbert/85529382007/
Fantasy Football Marathon mock draft: 'Big 4' quarterbacks all go in Round 3,2025-08-13 11:39:40 (KST),"The annual event concluded with a 10-team mock, during which two tight ends were drafted before the first quarterback was taken.",https://www.espn.com/fantasy/football/story/_/id/45943500/2025-fantasy-football-marathon-mock-draft-ppr
Borz is back: Why Khamzat Chimaev is only now fighting for a UFC title,2025-08-13 20:52:29 (KST),The road to get to a middleweight title opportunity at UFC 319 has been long and full of setbacks for Khamzat Chimaev.,https://www.espn.com/mma/story/_/id/45958583/why-khamzat-chimaev-only-now-fighting-championship-versus-dricus-du-plessis-ufc-319
"Texts, emails show confusion among officials during Texas flooding",2025-08-13 18:04:16 (KST),Texts and emails obtained by ABC News show how officials with a Texas river authority responded as the July Fourth floods ravaged Kerr County.,https://abcnews.go.com/US/assume-worst-internal-texts-emails-show-confusion-concern/story?id=124588857
