Title,Published(Kor),Description,Link
데이터로 보는 올해 한국관광 키워드는 “맛집·한류 체험”,2025-03-27 21:24:00 (KST),"k-팝, k-뷰티, k-콘텐츠가 날이 갈수록 인기인 요즘, 한국관광공사와 문화체육관광부는 27일 서울 중구에서 ‘요즘 데세: 오늘의 데이터로 보는 내일의 여행’ 세미나를 개최하고 향후 주시해야 할 방한 관광 트렌드를...",https://www.kukinews.com/article/view/kuk202503270265
"이재명 ""산불 피해 이재민 적극 지원""",2025-03-27 21:24:00 (KST),"이 대표는 오늘(27일) 의성 점곡체육회관에서 이재민들을 만나 최대한 예산을 확보해 적극적으로 지원하겠다며 상당 기간 의식주를 책임지겠다고 강조했습니다.
또 산불로 전소된 의성 고운사와 헬기 추락사고로 순직한 고...",https://www.tbc.co.kr/news/view?pno=20250327152813AE03456&id=194478
"산불 지역 미세먼지 가득...""숨쉬기조차 힘들어""",2025-03-27 21:24:00 (KST),"오늘(27일) 오전 10시 경북의 미세먼지 농도는 352㎍/㎥로 다른 시도보다 10배 이상 높았습니다.
초미세먼지도 304㎍/㎥로 산청에서 산불이 발생한 경남의 10배 이상입니다.
지난 22일 의성에서 산불이 난 시점부터 5개...",https://www.tbc.co.kr/news/view?pno=20250327143214AE03448&id=194474
"국힘 산불재난특위, 국가 차원 지원 모색",2025-03-27 21:24:00 (KST),"국민의힘 산불재난대응특별위원회가 오늘(27일) 긴급회의를 열어 산불 피해에 대한 국가 차원의 지원 방안을...
한편 권성동 국민의힘 원내대표는 오늘(27일) 오후 안동과 청송을 찾아 이재민들을 위로했습니다.",https://www.tbc.co.kr/news/view?pno=20250327133141AE03445&id=194477
"산불 피해 시군, 희생자 분향소 속속 설치",2025-03-27 21:24:00 (KST),"의성군은 오늘(27일) 산불 진화 도중 헬기 추락 사고로 숨진 고 박현우 기장 분향소를 의성군 청소년문화의집 강당에 설치해 사흘간 운영합니다.
청송군도 청송보건의료원에 합동분향소를 설치했고 주민 6명이 희생된...",https://www.tbc.co.kr/news/view?pno=20250327151907AE03455&id=194479
트럼프 차관세 예고에 정부 “자동차 비상대책 4월 발표”,2025-03-27 21:24:00 (KST),"안 장관은 “오늘 새벽 미국은 4월3일부터 모든 수입 자동차의 25% 관세 부과를 발표하면서, 자동차뿐 아니라 엔진, 트랜스미션 등 부품도 포함했다”며 “우리 자동차 수출의 약 50%가 미국으로 향하는 만큼 자동차...",https://www.kukinews.com/article/view/kuk202503270260
이 시각 영양군은,2025-03-27 21:22:00 (KST),"오늘(27일) 오후에도 여러 차례 주민 대피령이 발령됐는데, 현재 주민 1천 2백여 명이 대피한 상태입니다....
오늘밤 초속 4,5미터 가량의 서풍이 예보돼 있는데 현장에 골바람이 불어 산불 확산 방향을 예측하기 어려운...",https://www.tbc.co.kr/news/view?pno=20250327160432AE03459&id=194470
"“둘이 사귀었었어” 고경표-전소민, 꽁냥 캐미에 오해받아 (식스센스)",2025-03-27 21:22:00 (KST),"전소민과 오나라를 발견한 유재석은 “오늘 또 약간 피곤하겠다”며 걱정하는 모습을 보였다.
또 고경표는 “어? 소민 누나야?”라며 반가워했고, 전소민에게 포옹을 건넸다.
또 얇은 옷을 입은 전소민의 어깨를 계속해서...",https://m.entertain.naver.com/article/144/0001028464
야속한 하늘...곳곳 연무에 공중진화도 차질,2025-03-27 21:22:00 (KST),"오늘 하루 청송에서는 끝내 단비가 내리지 않았고 산불은 계속 확산하고 있습니다.
천년고찰 대전사를 품은 주왕산 곳곳에서 여전히 짙은 연기가 올라오고 있고 청송휴게소는 불에 타 앙상한 뼈대만 남았습니다.
안상혁...",https://www.tbc.co.kr/news/view?pno=20250327161940AE03461&id=194471
"열애설 난 고경표, 전소민과 사귀었던 사이? 유재석 깜짝(식스센스)",2025-03-27 21:21:00 (KST),"오늘 보니까 배 까고 있고 막 시상식 앞에서 춤추고 헤드뱅잉하고 이렇게 웃긴 줄 몰랐다""고 하자 유재석은 ""쟤가 관종이다""라고 말해 웃음을 자아냈다.
한편 뉴스1은 지난 2월 6일 고경표가 미모의 비연예인 여성과 3년째...",https://m.entertain.naver.com/article/609/0000968793
"유재석, 오나라 X 전소민 등장에 ""오늘 피곤하겠네"" 한숨",2025-03-27 21:21:00 (KST),"특히 유재석이 두 사람을 보고는 ""아~ 오늘 또 약간 피곤하겠네~""라면서 탄식해 웃음을 자아냈다.
셋은 만나자마자 수다를 떨기 시작했다.
""안 추워?""라는 유재석의 물음에 전소민이 ""오랜만에 외출이라 예뻐 보이고 싶어서...",https://m.entertain.naver.com/article/421/0008158356
"이재명, 산불 현장서 민생행보…당은 '尹 신속 선고' 압박",2025-03-27 21:21:00 (KST),"<박찬대/더불어민주당 원내대표> ""헌법재판소는 오늘(27일) 바로 선고 기일을 지정하고 내일 당장 윤석열을 파면하십시오.
국민이 계속 인내하며 기다려 줄거라 생각한다면 오산입니다."" 이 대표 항소심 무죄로 큰 고비를...",https://n.news.naver.com/mnews/article/422/0000725388?sid=161
"특허청, 발명교육 발전 위한 '발명교육 포럼'",2025-03-27 21:21:00 (KST),"[사진제공=특허청] 특허청은 오늘(27일) 오후 1시 30분 코모도호텔 경주(경북 경주시)에서 '2025 발명교육 포럼'(이하 포럼)을 열었다고 밝혔습니다.
2022년에 개정된 교육과정에 발명관련 교과가 새로 반영됐으며 늘봄학교에...",http://www.paxetv.com/news/articleView.html?idxno=227449
"LG화학, 통풍 치료제 글로벌 임상 3상 중단…""항암 신약에 집중""",2025-03-27 21:20:00 (KST),"LG화학이 통풍 치료제 'LC350189'의 글로벌 임상 3상을 자진 중단한다고 오늘(27일) 밝혔습니다.
앞서 LG화학은 한국, 미국, 유럽 등 21개 국가 규제 기관에서 LC350189 임상을 승인받았습니다.
해당 치료제는 지난해...",http://mbnmoney.mbn.co.kr/news/view?news_no=MM1005508082
"청성작은도서관, 북콘서트 개최로 도서관 활성화에 앞장",2025-03-27 21:20:00 (KST),"고갑준 아자학교 대표이자 청성도서관독자모임 대표는 ""오늘 첫 북콘서트를 개최하게 되어 매우 기쁘다.
지난 9월부터 독자 모임을 시작하고, 회원들과 함께 지역 독서문화의 활성화를 위해 노력해 왔으며, 이번 행사는 그...",http://www.bzeronews.com/news/articleView.html?idxno=704531
[날씨] 남부지방 곳곳 비구름…동쪽 지역 중심 건조특보,2025-03-27 21:20:00 (KST),"오늘(27일) 밤까지 충청 이남에는 5~10mm의 비가 더 이어지겠고, 내일은 동해안에 비가 조금 오겠습니다.
현재...
서울이 3도로 오늘보다 10도가량 떨어지겠고, 낮에도 12도에 그쳐 종일 쌀쌀하겠습니다.
(남유진...",https://n.news.naver.com/mnews/article/055/0001244076?sid=103
[포토] 염경엽 감독 ‘오늘도 이기는 구나’,2025-03-27 21:20:00 (KST),"LG 염경엽 감독이 27일 잠실야구장에서 열린 2025 KBO 리그 한화와 경기 8회말 2사만루 김현수의 적시타 때 홈을 밟은 오스틴과 하이파이브를 하고 있다.
2025.
3.
27.
잠실 |",https://m.sports.naver.com/kbaseball/article/468/0001135570
"윤병태 나주시장, 2025년 첫 마을좌담회 '동강면 무회마을'로",2025-03-27 21:20:00 (KST),"이어 ""오늘 미처 건의하거나 참석하지 못한 불편 사항은 매월 둘째 주 수요일 시민 직소상담실 신청이나 바로문자서비스, 동강면장을 통해 언제든 말씀해주시길 바란다""고 밝혔다.",http://www.newsworker.co.kr/news/articleView.html?idxno=373130
"중기부 ""산불 피해 중소기업·소상공인 경영 안정 지원""",2025-03-27 21:20:00 (KST),"김성섭 중소벤처기업부 차관은 오늘 의성과 청송, 안동 산불 피해 현장을 방문해 중소기업과 소상공인들의 피해 상황을 점검하고 신속하게 시설과 경영 안정 지원을 하겠다고 밝혔습니다.
중기부는 산불로 인한 중소기업...",http://andongmbc.co.kr/adboard/NewsView74751
이스라엘 예산안 통과…극우 연정 붕괴 모면,2025-03-27 21:20:00 (KST),"[야이르 라피드 / 야권 지도자 : 오늘 우리 앞에 놓인 것은 예산이 아니라 절도 행위입니다.
이는 국가 역사상 가장 큰 강도 사건입니다.] 예산안 통과로 네타냐후 극우 연정은 붕괴 위험을 가까스로 넘겼습니다.
만약 이달...",https://www.obsnews.co.kr/news/articleView.html?idxno=1477668
