Title,Published(Kor),Description,Link
"尹측 ""검찰의 헌정유린 규탄… 사법부서 진실 밝혀질 것""",2025-01-26 21:18:00 (KST),"최고수사기관으로서 공수처의 위법 수사와 불법행위를 견제할 수 있는 마지막 기회를 내팽개친 것이며, 공수처의 무수한 불법행위에 공범이 되는 역사적 과오를 범한 것”이라며 “오늘 대통령에 대한 구속 기소는 검찰...",https://n.news.naver.com/mnews/article/366/0001049961?sid=102
"檢, 내란혐의 尹대통령 구속기소",2025-01-26 21:17:00 (KST),"검찰 특수본은 26일 ""피고인 윤석열(제20대 대통령)을 내란 우두머리 혐의로 오늘 구속기소했다"" 고 밝혔다.
지난해 12월 3일 비상계엄이 선언된 지 54일 만이다.
직권남용 혐의는 대통령 불소추특권으로 인해 공소장에서...",https://n.news.naver.com/mnews/article/009/0005435255?sid=102
"尹 변호인단, 구속 기소 검찰 향해 “정치권 시녀로 전락”",2025-01-26 21:16:00 (KST),"윤석열 대통령 측은 오늘(26일) 검찰의 윤 대통령 구속 기소 결정에 대해 ""스스로 공수처의 기소 대행청이자 정치권의 시녀로 전락하는 최악의 선택""을 했다고 비판했습니다.
윤 대통령 변호인단은 검찰의 구속 기소 결정이...",https://n.news.naver.com/mnews/article/449/0000297992?sid=102
"尹측 ""대통령 구속기소는 검찰 치욕…헌정유린 규탄""",2025-01-26 21:15:00 (KST),"오늘 대통령에 대한 구속 기소는 검찰 역사에 지울 수 없는 치욕으로 기록될 것""이라고 했다.
변호인단은 ""대통령의 비상계엄 선포는 결코 내란죄가 될 수 없다""고 다시 한번 강조했다.
이어 ""대통령의 비상계엄 선포는 거대...",https://n.news.naver.com/mnews/article/031/0000904532?sid=100
"윤측 ""檢, 정치권 시녀로 전락…법정서 진실 밝힐 것""",2025-01-26 21:14:00 (KST),"것으로 오늘 대통령에 대한 구속 기소는 검찰 역사에 지울 수 없는 치욕으로 기록될 것”이라고 밝혔다.
검찰...
이날 대검찰청은 입장문을 통해 “오늘 전국 고·지검장 회의를 개최해 대통령의 내란죄 사건과 관련해 그간...",https://n.news.naver.com/mnews/article/018/0005932607?sid=102
"대구시향 현악 단원 4명, 日 히로시마악단과 협연",2025-01-26 21:14:00 (KST),"오늘 팸플릿을 통해 대구시립교향악단 연주자 4명이 히로시마교향악단과 함께 연주하고 있음을 알게 된 후 공연 내내 이들을 지켜보았다.
진심으로 연주를 즐기는 그들의 행복한 표정이 공연에 흠뻑 빠지게 했다....",https://www.idaegu.co.kr/news/articleView.html?idxno=489170
[칼럼][세계문학전집] 예술과 야성 - 달과 6펜스,2025-01-26 21:14:00 (KST),"모르겠네… 시작을 장식하는 오늘의 책, ‘달과 6펜스’이다.
* 아, 짤막한 서평에 앞서 서론을 조금만 더 늘어뜨려두자.
아무래도 세계문학 전집으로 접하게 될 고전 텍스트의 저작 연도가 주로 1900년대이다 보니, 전...",https://www.artinsight.co.kr/news/view.php?no=73869
"與, '尹 구속기소'한 검찰 향해 ""법적·정치적 책임 피하지 못할 것""",2025-01-26 21:12:00 (KST),"신동욱 국민의힘 수석대변인은 검찰의 윤 대통령 구속기소 발표 이후 낸 논평에서 ""오늘 검찰의 기소는 많은...
됐다""며 ""오늘의 잘못된 부실 기소로 인해 스스로를 '국민의 인권보호를 위한 준사법기관'으로 규정해 왔던...",https://n.news.naver.com/mnews/article/629/0000360079?sid=100
"안정환의 뉴벤져스, 조축 TOP100 정복 성공 ""선수들 뽀뽀해주고 싶어""('...",2025-01-26 21:11:00 (KST),"내색은 안 했지만 오늘 경기를 특히 그랬다.
선수들이 너무 잘해줬다""며 승리 소감을 나타냈다.
이에 맏형 마선호는 ""정말 이기고 싶었다.
동생들이 너무 잘해줬다""며 뜨거운 눈물을 흘렸다.
사진 = '뭉쳐야 찬다3...",https://m.entertain.naver.com/article/213/0001325252
"尹측, 檢 구속기소에 ""대통령 끌어내리기…사법부서 진실 밝힐 것""",2025-01-26 21:10:00 (KST),"현재까지의 수사가 기소를 하기에 턱없이 미진함을 인지했기 때문""이라며 ""그래 놓고 오늘은 연장 불허를 탓하며 확보된 수사 기록과 증거로 구속 기소가 상당하다는 입장을 내놓았다.
보완 수사가 필요하다는 검찰 특수본...",https://n.news.naver.com/mnews/article/421/0008044623?sid=102
