Title,Published(Kor),Description,Link
Starmer says fixing welfare is a 'moral imperative',2025-06-28 20:06:19 (KST),"The prime minister described the benefits system as ""broken"" a day after he was forced to U-turn on plans for reforms.",https://www.bbc.com/news/articles/c20wxq3q1x3o
Japan loves them. And now they're in the UK - strawberries and cream sandwiches,2025-06-28 09:37:40 (KST),"Serving strawberries in a sandwich might sound unusual in the UK, but it's nothing new in Japan.",https://www.bbc.com/news/articles/c75rdryk63lo
"Education is free, learning is expensive",2025-06-28 18:03:00 (KST),"That’s a complete reversal of how it used to be.
Colleges used to be measured by how many books they had in the library.
Access to courses was restricted.
If knowledge was power, controlling access was essential.
They even call it the ‘admissions office.’ Par…",https://seths.blog/2025/06/education-is-free-learning-is-expensive/
Slain Minnesota lawmaker Melissa Hortman to be laid to rest in private funeral service,2025-06-28 18:01:00 (KST),The Minnesota lawmaker was killed during a string of attacks against Democratic elected officials in the state.,https://www.npr.org/2025/06/28/g-s1-74962/minnesota-melissa-hortman-funeral-house-speaker
What is birthright citizenship and what happens after the Supreme Court ruling?,2025-06-28 09:29:14 (KST),"Within two hours of a Supreme Court ruling that limits the ability of federal courts to impose universal injunctions, lawyers for immigrant rights groups filed a class action lawsuit on behalf of their clients.",https://www.npr.org/2025/06/27/nx-s1-5448863/birthright-citizenship-supreme-court-ruling
Inside Jeff Bezos and Lauren Sánchez's Venetian vows,2025-06-28 19:30:01 (KST),"In this Saturday edition of Business Insider Today, we're talking about the Bezos wedding, successful men's morning routines, and luxury gyms.",https://www.businessinsider.com/bi-today-jeff-bezos-lauren-sanchez-venice-wedding-2025-6
Meet Goldman's consigliere to Hollywood: the entertainment banker whose days spearheading big media deals start with a run in Central Park,2025-06-28 18:00:01 (KST),"Hollywood has been through a lot — strikes, fires — but Goldman's entertainment team, led by Aaron Siegel, is growing.",https://www.businessinsider.com/goldman-hollywood-banker-aaron-siegel-talks-ai-anxiety-junior-bankers-2025-6
Trump's Big Law executive orders go 0-4 after judge slaps down order against Susman Godfrey,2025-06-28 12:02:35 (KST),"Judge Loren AliKhan in a Friday ruling found the Trump administration's order against Susman Godfrey unconstitutional, bringing Trump's record to 0-4.",https://www.businessinsider.com/judge-ruling-donald-trump-big-law-executive-order-susman-godfrey-2025-6
Behind the Bally Home Computer System,2025-06-28 20:00:00 (KST),"Although we might all fundamentally recognize that gaming consoles are just specialized computers, we generally treat them, culturally and physically, differently than we do desktops or laptops.
But there was …read more",https://hackaday.com/2025/06/28/behind-the-bally-home-computer-system/
Stocks usually rise by 10% a year. Those days may be over.,2025-06-28 18:03:52 (KST),"The stock market usually rises by 10% a year.
So why do many forecasters think it will be flat in 2025?",https://www.usatoday.com/story/money/2025/06/28/stock-market-sp-500-forecast-2025-tariffs-recession/84353446007/
